"year","zone","destination","method","mean"
"2009","S01002083","Chemists And Pharmacies","Car","0.7"
"2009","S01002083","Higher Education Establishment","Car","2.7"
"2009","S01002083","Jobcentre Plus","Car","2.7"
"2009","S01002083","Cash Machine","Car","0.5"
"2007","S01002083","Jobcentre Plus","Car","8.1"
"2009","S01002083","Library","Car","1.4"
"2007","S01002083","Library","Car","3.6"
"2007","S01002083","Chemists And Pharmacies","Car",2
"2007","S01002083","Nursery","Car","2.5"
"2007","S01002083","Further Education Establishment","Car","2.1"
"2009","S01002083","Nursery","Car","0.9"
"2003","S01002083","Petrol Station","Car","3.8"
"2007","S01002083","Petrol Station","Car","2.6"
"2009","S01002083","Petrol Station","Car",1
"2012","S01002083","Petrol Station","Car","3.7"
"2006","S01002083","Petrol Station","Car","2.6"
"2009","S01002083","Further Education Establishment","Car","0.9"
"2009","S01002083","Police Station","Car","1.6"
"2007","S01002083","Police Station","Car","3.3"
"2009","S01002083","Post Office","Car","0.7"
"2007","S01002083","Post Office","Car","1.8"
"2006","S01002083","Post Office","Car","1.8"
"2009","S01002083","Bank Or Building Society","Car","1.3"
"2009","S01002083","General Store","Car","0.5"
"2003","S01002083","Post Office","Car",2
"2009","S01002083","Cash Machine","Public Transport","23.3"
"2009","S01002083","Citizens Advice Bureau","Public Transport","35.6"
"2009","S01002083","Chemists And Pharmacies","Public Transport","11.2"
"2009","S01002083","Further Education Establishment","Public Transport","7.5"
"2009","S01002083","General Store","Public Transport","5.6"
"2006","S01002083","GP","Public Transport",15
"2012","S01002083","GP","Public Transport","9.5"
"2009","S01002083","GP","Public Transport","9.2"
"2009","S01002083","Higher Education Establishment","Public Transport","19.7"
"2009","S01002083","Jobcentre Plus","Public Transport","15.1"
"2009","S01002083","Library","Public Transport","9.5"
"2009","S01002083","Nursery","Public Transport","9.2"
"2009","S01002083","Police Station","Public Transport","10.5"
"2012","S01002083","Post Office","Public Transport","7.7"
"2009","S01002083","Post Office","Public Transport","6.2"
"2006","S01002083","Post Office","Public Transport","20.7"
"2012","S01002083","Shopping Facilities","Public Transport","11.1"
"2009","S01002083","Shopping Facilities","Public Transport","8.7"
"2006","S01002083","Shopping Facilities","Public Transport",27
"2009","S01002083","Banks And Building Societies","Public Transport","10.3"
"2007","S01002084","General Store","Car","1.4"
"2012","S01002084","Post Office","Car","1.2"
"2006","S01002084","Primary School","Car","1.1"
"2007","S01002084","Primary School","Car",1
"2009","S01002084","Primary School","Car","0.3"
"2012","S01002084","Primary School","Car","2.1"
"2003","S01002084","Primary School","Car","1.7"
"2012","S01002084","Secondary School","Car","3.7"
"2007","S01002084","Secondary School","Car",3
"2006","S01002084","Secondary School","Car","2.9"
"2009","S01002084","Secondary School","Car",1
"2007","S01002084","Bank Or Building Society","Car","0.8"
"2012","S01002084","Shopping Facilities","Car","2.6"
"2003","S01002084","GP","Car","2.7"
"2007","S01002084","Citizens Advice Bureau","Car","1.9"
"2007","S01002084","Shopping Facilities","Car","0.3"
"2006","S01002084","Shopping Facilities","Car","0.4"
"2009","S01002084","Shopping Facilities","Car","0.3"
"2003","S01002084","Supermarket","Car",1
"2006","S01002084","GP","Car","1.7"
"2012","S01002084","GP","Car","3.8"
"2007","S01002084","GP","Car","1.7"
"2009","S01002084","Citizens Advice Bureau","Car","0.8"
"2007","S01002084","Cash Machine","Car","0.4"
"2009","S01002084","GP","Car","0.6"
"2007","S01002084","Higher Education Establishment","Car","2.5"
"2009","S01002084","Chemists And Pharmacies","Car","0.2"
"2009","S01002084","Higher Education Establishment","Car","0.9"
"2009","S01002084","Jobcentre Plus","Car","1.1"
"2009","S01002084","Cash Machine","Car","0.1"
"2007","S01002084","Jobcentre Plus","Car","2.9"
"2009","S01002084","Library","Car","0.8"
"2007","S01002084","Library","Car","1.9"
"2007","S01002084","Chemists And Pharmacies","Car","0.5"
"2007","S01002084","Nursery","Car","1.1"
"2007","S01002084","Further Education Establishment","Car","12.6"
"2009","S01002084","Nursery","Car","0.6"
"2003","S01002084","Petrol Station","Car","1.8"
"2007","S01002084","Petrol Station","Car","1.8"
"2009","S01002084","Petrol Station","Car","0.5"
"2012","S01002084","Petrol Station","Car","2.1"
"2006","S01002084","Petrol Station","Car","1.8"
"2009","S01002084","Further Education Establishment","Car",1
"2009","S01002084","Police Station","Car","0.4"
"2007","S01002084","Police Station","Car","1.3"
"2009","S01002084","Post Office","Car","0.2"
"2007","S01002084","Post Office","Car","0.5"
"2006","S01002084","Post Office","Car","0.5"
"2009","S01002084","Bank Or Building Society","Car","0.3"
"2009","S01002084","General Store","Car","0.4"
"2003","S01002084","Post Office","Car","0.9"
"2009","S01002084","Cash Machine","Public Transport","12.5"
"2009","S01002084","Citizens Advice Bureau","Public Transport",28
"2009","S01002084","Chemists And Pharmacies","Public Transport","6.8"
"2009","S01002084","Further Education Establishment","Public Transport","8.5"
"2009","S01002084","General Store","Public Transport","4.6"
"2006","S01002084","GP","Public Transport","5.5"
"2012","S01002084","GP","Public Transport","5.9"
"2009","S01002084","GP","Public Transport","5.5"
"2009","S01002084","Higher Education Establishment","Public Transport","9.7"
"2009","S01002084","Jobcentre Plus","Public Transport","10.5"
"2009","S01002084","Library","Public Transport","7.3"
"2009","S01002084","Nursery","Public Transport","5.4"
"2009","S01002084","Police Station","Public Transport",5
"2012","S01002084","Post Office","Public Transport","1.8"
"2009","S01002084","Post Office","Public Transport","1.8"
"2006","S01002084","Post Office","Public Transport","3.1"
"2012","S01002084","Shopping Facilities","Public Transport","3.9"
"2009","S01002084","Shopping Facilities","Public Transport",4
"2006","S01002084","Shopping Facilities","Public Transport","0.9"
"2009","S01002084","Banks And Building Societies","Public Transport","3.6"
"2007","S01002085","General Store","Car","1.2"
"2012","S01002085","Post Office","Car","1.7"
"2006","S01002085","Primary School","Car","1.2"
"2007","S01002085","Primary School","Car","1.2"
"2009","S01002085","Primary School","Car","0.4"
"2012","S01002085","Primary School","Car","2.5"
"2003","S01002085","Primary School","Car","1.7"
"2012","S01002085","Secondary School","Car","1.6"
"2007","S01002085","Secondary School","Car","1.2"
"2006","S01002085","Secondary School","Car","1.2"
"2009","S01002085","Secondary School","Car","0.4"
"2007","S01002085","Bank Or Building Society","Car","0.4"
"2012","S01002085","Shopping Facilities","Car","0.9"
"2003","S01002085","GP","Car","1.4"
"2007","S01002085","Citizens Advice Bureau","Car","3.3"
"2007","S01002085","Shopping Facilities","Car","0.3"
"2006","S01002085","Shopping Facilities","Car","0.3"
"2009","S01002085","Shopping Facilities","Car","0.2"
"2003","S01002085","Supermarket","Car","0.8"
"2006","S01002085","GP","Car","0.8"
"2012","S01002085","GP","Car","3.3"
"2007","S01002085","GP","Car","0.8"
"2009","S01002085","Citizens Advice Bureau","Car","1.4"
"2007","S01002085","Cash Machine","Car","0.3"
"2009","S01002085","GP","Car","0.3"
"2007","S01002085","Higher Education Establishment","Car",1
"2009","S01002085","Chemists And Pharmacies","Car","0.2"
"2009","S01002085","Higher Education Establishment","Car","0.3"
"2009","S01002085","Jobcentre Plus","Car","0.1"
"2009","S01002085","Cash Machine","Car","0.1"
"2007","S01002085","Jobcentre Plus","Car","0.3"
"2009","S01002085","Library","Car",1
"2007","S01002085","Library","Car","2.3"
"2007","S01002085","Chemists And Pharmacies","Car","0.5"
"2007","S01002085","Nursery","Car","0.9"
"2007","S01002085","Further Education Establishment","Car","12.8"
"2009","S01002085","Nursery","Car","0.4"
"2003","S01002085","Petrol Station","Car","2.5"
"2007","S01002085","Petrol Station","Car",2
"2009","S01002085","Petrol Station","Car","0.7"
"2012","S01002085","Petrol Station","Car","2.7"
"2006","S01002085","Petrol Station","Car",2
"2009","S01002085","Further Education Establishment","Car","1.2"
"2009","S01002085","Police Station","Car","0.8"
"2007","S01002085","Police Station","Car","2.1"
"2009","S01002085","Post Office","Car","0.3"
"2007","S01002085","Post Office","Car","0.8"
"2006","S01002085","Post Office","Car","0.8"
"2009","S01002085","Bank Or Building Society","Car","0.2"
"2009","S01002085","General Store","Car","0.2"
"2003","S01002085","Post Office","Car","1.5"
"2009","S01002085","Cash Machine","Public Transport","14.5"
"2009","S01002085","Citizens Advice Bureau","Public Transport","30.3"
"2009","S01002085","Chemists And Pharmacies","Public Transport","6.7"
"2009","S01002085","Further Education Establishment","Public Transport","10.3"
"2009","S01002085","General Store","Public Transport","2.5"
"2006","S01002085","GP","Public Transport","4.3"
"2012","S01002085","GP","Public Transport",4
"2009","S01002085","GP","Public Transport","3.8"
"2009","S01002085","Higher Education Establishment","Public Transport","3.4"
"2009","S01002085","Jobcentre Plus","Public Transport","1.2"
"2009","S01002085","Library","Public Transport","7.2"
"2009","S01002085","Nursery","Public Transport","4.2"
"2009","S01002085","Police Station","Public Transport","7.8"
"2012","S01002085","Post Office","Public Transport","3.1"
"2009","S01002085","Post Office","Public Transport","3.4"
"2006","S01002085","Post Office","Public Transport","4.8"
"2012","S01002085","Shopping Facilities","Public Transport","1.1"
"2009","S01002085","Shopping Facilities","Public Transport",2
"2006","S01002085","Shopping Facilities","Public Transport","1.2"
"2009","S01002085","Banks And Building Societies","Public Transport","1.8"
"2007","S01002086","General Store","Car","0.4"
"2012","S01002086","Post Office","Car","2.1"
"2006","S01002086","Primary School","Car","2.3"
"2007","S01002086","Primary School","Car","2.3"
"2009","S01002086","Primary School","Car","0.8"
"2012","S01002086","Primary School","Car","4.1"
"2003","S01002086","Primary School","Car","3.7"
"2012","S01002086","Secondary School","Car","3.4"
"2007","S01002086","Secondary School","Car",3
"2006","S01002086","Secondary School","Car",3
"2009","S01002086","Secondary School","Car","1.2"
"2007","S01002086","Bank Or Building Society","Car","0.5"
"2012","S01002086","Shopping Facilities","Car","2.2"
"2003","S01002086","GP","Car","1.6"
"2007","S01002086","Citizens Advice Bureau","Car","5.1"
"2007","S01002086","Shopping Facilities","Car","0.2"
"2006","S01002086","Shopping Facilities","Car","0.2"
"2009","S01002086","Shopping Facilities","Car","0.2"
"2003","S01002086","Supermarket","Car","1.7"
"2006","S01002086","GP","Car","0.6"
"2012","S01002086","GP","Car","2.7"
"2007","S01002086","GP","Car","0.6"
"2009","S01002086","Citizens Advice Bureau","Car","1.9"
"2007","S01002086","Cash Machine","Car","0.3"
"2009","S01002086","GP","Car","0.2"
"2007","S01002086","Higher Education Establishment","Car","0.4"
"2009","S01002086","Chemists And Pharmacies","Car","0.1"
"2009","S01002086","Higher Education Establishment","Car","0.2"
"2009","S01002086","Jobcentre Plus","Car","0.9"
"2009","S01002086","Cash Machine","Car","0.1"
"2007","S01002086","Jobcentre Plus","Car","2.5"
"2009","S01002086","Library","Car","0.5"
"2007","S01002086","Library","Car","1.5"
"2007","S01002086","Chemists And Pharmacies","Car","0.3"
"2007","S01002086","Nursery","Car","0.7"
"2007","S01002086","Further Education Establishment","Car","15.5"
"2009","S01002086","Nursery","Car","0.3"
"2003","S01002086","Petrol Station","Car","4.4"
"2007","S01002086","Petrol Station","Car","4.4"
"2009","S01002086","Petrol Station","Car","1.7"
"2012","S01002086","Petrol Station","Car","3.5"
"2006","S01002086","Petrol Station","Car","4.4"
"2009","S01002086","Further Education Establishment","Car","1.3"
"2009","S01002086","Police Station","Car","0.6"
"2007","S01002086","Police Station","Car","1.4"
"2009","S01002086","Post Office","Car","0.5"
"2007","S01002086","Post Office","Car","0.4"
"2006","S01002086","Post Office","Car","0.4"
"2009","S01002086","Bank Or Building Society","Car","0.1"
"2009","S01002086","General Store","Car","0.2"
"2003","S01002086","Post Office","Car","2.3"
"2009","S01002086","Cash Machine","Public Transport","14.4"
"2009","S01002086","Citizens Advice Bureau","Public Transport","35.7"
"2009","S01002086","Chemists And Pharmacies","Public Transport","5.4"
"2009","S01002086","Further Education Establishment","Public Transport","10.5"
"2009","S01002086","General Store","Public Transport","2.1"
"2006","S01002086","GP","Public Transport","2.3"
"2012","S01002086","GP","Public Transport","2.1"
"2009","S01002086","GP","Public Transport","2.4"
"2009","S01002086","Higher Education Establishment","Public Transport",2
"2009","S01002086","Jobcentre Plus","Public Transport","8.5"
"2009","S01002086","Library","Public Transport","5.2"
"2009","S01002086","Nursery","Public Transport","3.2"
"2009","S01002086","Police Station","Public Transport","5.5"
"2012","S01002086","Post Office","Public Transport","4.6"
"2009","S01002086","Post Office","Public Transport","5.4"
"2006","S01002086","Post Office","Public Transport","5.7"
"2012","S01002086","Shopping Facilities","Public Transport",4
"2009","S01002086","Shopping Facilities","Public Transport","2.1"
"2006","S01002086","Shopping Facilities","Public Transport","0.7"
"2009","S01002086","Banks And Building Societies","Public Transport",2
"2007","S01002087","General Store","Car","0.6"
"2012","S01002087","Post Office","Car",2
"2006","S01002087","Primary School","Car","2.1"
"2007","S01002087","Primary School","Car","2.1"
"2009","S01002087","Primary School","Car","0.9"
"2012","S01002087","Primary School","Car","2.8"
"2003","S01002087","Primary School","Car","3.3"
"2012","S01002087","Secondary School","Car","4.4"
"2007","S01002087","Secondary School","Car","3.8"
"2006","S01002087","Secondary School","Car","3.8"
"2009","S01002087","Secondary School","Car","1.6"
"2007","S01002087","Bank Or Building Society","Car","0.8"
"2012","S01002087","Shopping Facilities","Car","2.1"
"2003","S01002087","GP","Car","1.9"
"2007","S01002087","Citizens Advice Bureau","Car","5.4"
"2007","S01002087","Shopping Facilities","Car","0.3"
"2006","S01002087","Shopping Facilities","Car","0.3"
"2009","S01002087","Shopping Facilities","Car","0.3"
"2003","S01002087","Supermarket","Car","1.7"
"2006","S01002087","GP","Car","0.4"
"2012","S01002087","GP","Car","2.5"
"2007","S01002087","GP","Car","0.4"
"2009","S01002087","Citizens Advice Bureau","Car","2.1"
"2007","S01002087","Cash Machine","Car","0.5"
"2009","S01002087","GP","Car","0.2"
"2007","S01002087","Higher Education Establishment","Car","0.8"
"2009","S01002087","Chemists And Pharmacies","Car","0.2"
"2009","S01002087","Higher Education Establishment","Car","0.3"
"2009","S01002087","Jobcentre Plus","Car","1.1"
"2009","S01002087","Cash Machine","Car","0.2"
"2007","S01002087","Jobcentre Plus","Car","2.8"
